qid;query;expanded_queries
PLAIN-1611;mesquite;['1. What is mesquite tree?', '2. How do I use mesquite as a firewood source?', '3. Where can I find mesquite beans for sale online?', '4. Can you explain what mesquite wood is used for in woodworking projects?', '5. What are some recipes using mesquite in them?', '6. How does mesquite bark affect soil health?', '7. In what way can mesquite be utilized in making charcoal briquettes?', '8. Are there any medicinal properties associated with mesquite leaves and roots?', '9. What kind of products made from mesquite would you recommend?']
PLAIN-1621;mevacor;['1. Mevacor prescription', '2. How does mevacor work?', '3. Side effects of mevacor', '4. Mevacor dosage information', '5. Mevacor drug interactions', '6. Mevacor for weight loss', '7. Mevacor brand name', '8. Mevacor generic name', '9. Mevacor overdose symptoms']
PLAIN-1635;milk;"['1. What are some healthy alternatives for milk?', '2. How can I substitute milk in my recipes?', '3. Can you suggest dairy-free options similar to milk?', ""4. Which plant-based milks are good substitutes for cow's milk?"", '5. Are there any non-dairy products that mimic the taste and nutritional value of milk?', '6. What are the best vegan milks available on the market today?', '7. Could you recommend some organic milk alternatives?', '8. What about almond milk? Is it a suitable substitute for milk?', '9. Are there any low-fat milk alternatives out there? To generate these alternative queries, I considered synonyms for ""milk,"" such as ""dairy,"" ""plant-based,"" ""vegan,"" ""organic']"
PLAIN-1645;molasses;['1. What are the uses of molasses in baking?', '2. How is molasses made from sugarcane?', '3. Is there any health benefits associated with consuming molasses regularly?', '4. What are the nutritional values of molasses compared to sugar?', '5. Which types of food items contain high amounts of molasses?', '6. Are there any recipes for using molasses as a sweetener instead of sugar?', '7. How does molasses affect blood glucose levels when consumed?', '8. Can molasses be used as an ingredient in alcoholic beverages?', '9. In what parts of the world do people consume molasses most frequently?']
PLAIN-1656;mouth cancer;['1. Oral cavity malignancy', '2. Tongue cancer', '3. Pharyngeal cancer', '4. Palate cancer', '5. Soft palate cancer', '6. Laryngeal cancer', '7. Epiglottic cancer', '8. Hypopharyngeal cancer', '9. Buccal mucosa cancer']
PLAIN-1667;muscle health;['1. Fitness tips for building muscle', '2. Muscle definition and toning exercises', '3. How to improve muscle strength naturally', '4. Best protein sources for muscle growth', '5. Effective workout routines for building muscles', '6. Pre-workout supplements for enhanced muscle performance', '7. Nutrition plan for maximizing muscle mass', '8. Stretching techniques for maintaining muscle flexibility', '9. Over-the-counter remedies for muscle soreness recovery']
PLAIN-1679;myelopathy;['1. spinal cord compression', '2. peripheral nerve injury', '3. demyelination disease', '4. axonal damage condition', '5. central nervous system disorder', '6. nerve root inflammation', '7. motor neuron degeneration', '8. myelin sheath destruction', '9. sensory neuropathy issue']
PLAIN-1690;national academy of sciences;"['1. ""Academy of natural sciences""', '2. ""National Academy of Engineering""', '3. ""Science and engineering academy""', '4. ""United States National Academy of Sciences""', '5. ""Institute of medicine (IOM)""', '6. ""National Academy of Inventors""', '7. ""Association for the Advancement of Science""', '8. ""American Association for the Advancement of Science""', '9. ""Council of Foreign Relations"" The national academy of sciences is a group of scientists who work together in order to improve science education, conduct research, and promote public understanding of scientific issues. Alternative ways to express this search intent include:']"
PLAIN-1700;native americans;['1. American Indians', '2. Indigenous Americans', '3. Native Peoples of America', '4. Original Americans', '5. Amerindians', '6. First Nations Americans', '7. North American Indians', '8. Indigenous Americans in the US', '9. Aboriginal Americans']
PLAIN-1710;neurocysticercosis;"['1. ""Epilepsy caused by pork tapeworm""', '2. ""Cyst in brain from eating undercooked meat""', '3. ""Pork tapeworm infection leading to epilepsy""', '4. ""Symptoms of neurocysticercosis""', '5. ""Treatment for neurocysticercosis patients""', '6. ""Causes and prevalence of neurocysticercosis""', '7. ""Diagnosis process for neurocysticercosis""', '8. ""Preventive measures against neurocysticercosis""', '9. ""Long-term effects of neurocysticercosis""']"
PLAIN-1721;nih-aarp study;['1. nih aarp research', '2. nih aarp studies', '3. aarp nih study', '4. aarp nih research', '5. nih aarp investigation', '6. aarp nih investigation', '7. aarp nih analysis', '8. nih aarp analysis', '9. aarp nih review']
PLAIN-1731;norovirus;['1. How does norovirus affect the digestive system?', '2. Treatment options for norovirus infection.', '3. Symptoms of norovirus gastroenteritis in children.', '4. Prevention measures against norovirus outbreaks.', '5. Norovirus and its impact on public health.', '6. Long-term effects of norovirus infections.', '7. Detection methods for norovirus presence.', '8. Vaccine development for norovirus protection.', '9. Causes of norovirus illness outbreaks.']
PLAIN-1741;nuts;['1. What are some types of nuts?', '2. Nut recipes for breakfast', '3. Nuts and their health benefits', '4. Buying guide for premium nuts', '5. Nut allergies - symptoms and treatment', '6. How do you store dried nuts properly?', '7. Top-rated brands of raw nuts', '8. Nutritional value of various nuts', '9. DIY nut butter recipes at home']
PLAIN-1752;okra;['1. What are some healthy recipes using okra?', '2. How can I incorporate okra into my meals for better nutrition?', '3. Can you suggest dishes where okra is a main ingredient?', '4. Which traditional cuisines use okra as an essential ingredient?', '5. What are the health benefits of consuming okra regularly?', '6. How do I prepare okra effectively in cooking?', '7. Can you recommend okra-based snacks or desserts?', '8. In what parts of the world is okra widely cultivated and consumed?', '9. How does okra compare nutritionally with other vegetables?']
PLAIN-1762;oral intraepithelial neoplasia;"['1. ""abnormal epithelial cells""', '2. ""intraepithelial dysplasia""', '3. ""precancerous oral lesions""', '4. ""malignant transformation of mucosa""', '5. ""oral squamous cell carcinoma precursor""', '6. ""papillary hyperplasia of oral epithelium""', '7. ""squamous metaplasia in mouth""', '8. ""pre-cancerous condition of tongue""', '9. ""oral epithelial atypia""']"
PLAIN-1772;organotins;"['1. Organic tin compounds', '2. Tin-based chemicals', '3. Organometallics containing tin', '4. Tin-containing products', '5. Tin derivatives in organic chemistry', '6. Tin-based materials', ""7. Tin's organic analogues"", '8. Organic tin precursors', '9. Tin-containing industrial additives']"
PLAIN-1784;oxen meat;['1. Beef from ox', '2. Meat derived from oxen', '3. Flesh of an ox used for food', '4. Ox-hide-derived protein', '5. Organic beef from ox', '6. Tallow obtained from oxen', '7. Bone-meal made from ox bones', '8. Fat extracted from ox carcasses', '9. Lard sourced from oxen']
PLAIN-1794;panama;"['1. Find information about Panama', '2. Discover details of Panama', '3. Explore Panama-related content', '4. Gather data on Panama', '5. Acquire knowledge about Panama', '6. Collect facts from Panama', '7. Obtain insights into Panama', '8. Find out more about Panama', ""9. Access information on Panama's specifics""]"
PLAIN-1805;parkinsons disease;"[""1. Parkinson's disease"", ""2. Symptoms of Parkinson's disease"", ""3. Treatments for Parkinson's disease"", ""4. Causes of Parkinson's disease"", ""5. Diagnosis process for Parkinson's disease"", ""6. Clinical trials related to Parkinson's disease"", ""7. Management strategies for Parkinson's disease patients"", ""8. Rehabilitation options for Parkinson's disease sufferers"", ""9. Impact of Parkinson's disease on daily life""]"
PLAIN-1817;peanut butter;['1. almond butter', '2. cashew butter', '3. peanut oil spread', '4. tree nut butter', '5. vegetable-based butter', '6. creamy peanut spread', '7. crunchy peanut butter substitute', '8. natural peanut butter alternatives', '9. almond spread with added peanuts']
PLAIN-1827;peoria;"['1. ""Places near Peoria""', '2. ""Hotels in Peoria""', '3. ""Restaurants in Peoria""', '4. ""Events happening in Peoria""', '5. ""Weather forecast for Peoria""', '6. ""Public transportation options in Peoria""', '7. ""Shopping centers in Peoria""', '8. ""Cultural attractions in Peoria""', '9. ""Educational institutions in Peoria""']"
PLAIN-1837;pesticides;['1. Organic farming and pesticide use', '2. Natural pest control methods', '3. Pesticides in agriculture', '4. Environmental impact of pesticides', '5. Crop protection solutions', '6. Organic alternatives to pesticides', '7. Integrated pest management systems', '8. Sustainable pest control options', '9. Alternatives to chemical pesticides']
PLAIN-1847;philippines;['1. Where is the Philippines located?', '2. Philippine tourism destinations', '3. History of the Philippines', '4. Filipino cuisine and culture', '5. Philippine language resources', '6. Top tourist attractions in the Philippines', '7. Geography of the Philippines', '8. Philippine government and politics', '9. Climate zones in the Philippines']
PLAIN-1857;phytic acid;"['1. ""sources of phytic acid""', '2. ""phytase enzyme for phytic acid reduction""', '3. ""health benefits of phytic acid""', '4. ""methods to reduce phytic acid intake""', '5. ""phytic acid absorption in diet""', '6. ""preventing phytic acid buildup in body""', '7. ""how much phytic acid is safe daily?""', '8. ""elimination diets containing phytic acid""', '9. ""detoxification with phytic acid""']"
PLAIN-1867;pineapples;"['1. ""buy pineapples online""', '2. ""pineapple recipes for beginners""', '3. ""pineapple juice benefits""', '4. ""pineapple allergies symptoms""', '5. ""papaya vs pineapple nutrition""', '6. ""how to grow pineapples at home""', '7. ""pineapple substitutes in baking""', '8. ""pineapple plant care tips""', '9. ""best pineapples for sale near me""']"
PLAIN-1877;plant-based diet;['1. Vegan diet', '2. Vegetarian diet with plant sources', '3. Whole food plant-based eating plan', '4. Plant-based meal options for beginners', '5. Plant-based nutrition guide', '6. Plant-based recipes for weight loss', '7. Sustainable plant-based diets', '8. Low-meat vegetarian diets', '9. Meat-free plant-based alternatives']
PLAIN-1887;poisonous plants;"['1. ""dangerous plant species""', '2. ""toxic vegetation identification""', '3. ""harmful flora detection""', '4. ""noxious plant recognition techniques""', '5. ""plant toxins classification systems""', '6. ""potentially lethal botany""', '7. ""sensitive herbaceous identification""', '8. ""botanical poisons categorization""', '9. ""venomous greenery analysis""']"
PLAIN-1897;polypropylene plastic;"['1. ""Synthetic polymer for industrial applications""', '2. ""Polypropylene material in packaging industry""', '3. ""Production of polypropylene fibers""', '4. ""Recycling process of polypropylene plastics""', '5. ""Composites made from polypropylene""', '6. ""Polypropylene in automotive manufacturing""', '7. ""Market trends of polypropylene products""', '8. ""Thermal properties of polypropylene plastics""', '9. ""Polypropylene recycling plant locations""']"
PLAIN-1909;pork;['1. How can I cook a delicious pork dish?', '2. What are some healthy alternatives to pork for vegetarians?', '3. Where can I find organic pork products in my area?', '4. How do you prepare pork ribs at home?', '5. Which brands sell high-quality pork sausages?', '6. What are the nutritional benefits of eating pork?', '7. Can you recommend a recipe book with recipes using pork?', '8. How does adding garlic enhance the flavor of pork dishes?', '9. Are there any vegetarian substitutes for ham?']
PLAIN-1919;poultry workers;"[""1. Farmer's job"", '2. Meat processing employees', '3. Egg collectors', '4. Gamekeeper', '5. Livestock handlers', '6. Poultry packer', '7. Hatchery worker', '8. Poultry breeder', '9. Farm assistant poultry']"
PLAIN-1929;prenatal vitamins;['1. Pre-natal supplements', '2. Nutritional prenatal vitamins', '3. Fetal health vitamins', '4. Pregnancy multivitamins', '5. Prenatal dietary needs', '6. Maternal wellness vitamins', '7. Pregnancy nutritional support', '8. Postnatal supplement options', '9. Fetal development vitamins']
PLAIN-1940;prolactin;"['1. ""levels of prolactin in blood""', '2. ""effects of prolactin on breast milk production""', '3. ""synthesis and secretion of prolactin""', '4. ""measuring prolactin levels using a test strip""', '5. ""prolactin receptor expression patterns""', '6. ""impact of stress on prolactin levels""', '7. ""biochemical processes involved in prolactin release""', '8. ""detection methods for prolactin measurement""', '9. ""physiological role of prolactin during lactation""']"
PLAIN-1950;prunes;"['1. ""buy organic prunes online""', '2. ""prune juice recipe with almonds""', '3. ""how to prepare dried plums""', '4. ""prune health benefits infographic""', '5. ""prunes for digestive issues""', '6. ""prunes vs raisins nutritional comparison""', '7. ""prunes as a natural laxative""', '8. ""prunes in smoothie bowl toppings""', '9. ""prune syrup origin and uses""']"
PLAIN-1962;pumpkin;"['1. How do I carve a pumpkin for Halloween?', '2. Pumpkin carving ideas and techniques', '3. What are some fun pumpkin recipes?', '4. DIY pumpkin lanterns - easy projects!', '5. Best pumpkins for carving at home', ""6. How to grow your own jack-o'-lantern from seeds"", '7. Top pumpkin patches in the US', ""8. Jack-o'-lantern decoration tips for beginners"", '9. Creative pumpkin decorating ideas for adults']"
PLAIN-1972;quinine;"['1. How can I use quinine safely in my diet?', '2. What are some natural alternatives to quinine for treating altitude sickness?', '3. How does quinine affect blood pressure levels?', ""4. Can you explain the mechanism of action behind quinine's effectiveness against malaria?"", '5. Are there any side effects associated with taking quinine regularly?', '6. In what countries is quinine commonly used as a treatment for malaria?', '7. What are the potential long-term health implications of consuming large amounts of quinine over time?', '8. Is there an evidence-based comparison between quinine and other antimalarial drugs?', '9. How might quinine be incorporated into skincare products?']"
PLAIN-1983;rapamycin;"['1. ""effects of rapamycin""', '2. ""uses of rapamycin""', '3. ""side effects of rapamycin""', '4. ""mechanism of action of rapamycin""', '5. ""clinical applications of rapamycin""', '6. ""synthesis of rapamycin""', '7. ""therapeutic uses of rapamycin""', '8. ""biochemical properties of rapamycin""', '9. ""history and development of rapamycin""']"
PLAIN-1995;red tea;['1. Green tea with red leaves', '2. Red infusion of green tea', '3. Dark tea - color description', '4. Deep-colored tea beverage', '5. Purple leafed tea variety', '6. Bright red brewed tea', '7. Ruby colored tea extract', '8. Crimson infused black tea', '9. Scarlet tinted herbal drink']
PLAIN-2009;rhabdomyolysis;"['1. ""Symptoms of rhabdomyolysis""', '2. ""Treatment for rhabdomyolysis""', '3. ""Rhabdomyolysis complications""', '4. ""Risk factors for rhabdomyolysis""', '5. ""Causes and triggers of rhabdomyolysis""', '6. ""Diagnosis methods for rhabdomyolysis""', '7. ""Prevention strategies against rhabdomyolysis""', '8. ""Prognosis of rhabdomyolysis patients""', '9. ""Management options for rhabdomyolysis cases""']"
PLAIN-2019;rickets;['1. Vitamin D deficiency and bone disorders', '2. Calcium deficiency and bone diseases', '3. Osteomalacia and rickets-like conditions', '4. Bone weakness and calcium metabolism issues', '5. Skeletal deformities and metabolic disorders', '6. Muscle pain and joint stiffness in children', '7. Fractures and soft tissue calcification', '8. Kidney stones and kidney failure risk', '9. Chronic fatigue and muscle atrophy']
PLAIN-2030;rutin;['1. How do I take rutin?', '2. What is rutin used for?', '3. Rutin supplements - what are they?', '4. Rutin benefits and uses.', '5. Rutin side effects and precautions.', '6. Rutin content in food items.', '7. Rutin vs vitamin C comparison.', '8. Rutin dosage information.', '9. Rutin in traditional medicine practices.']
PLAIN-2040;salmon;"['1. How can I prepare a delicious salmon dish?', '2. What are some healthy recipes with salmon?', '3. Where can I find affordable salmon restaurants near me?', '4. How do I cook sushi with salmon?', '5. Which is the best way to grill salmon at home?', ""6. What's the nutritional value of salmon?"", '7. How can I buy fresh salmon online?', '8. Can you suggest any gourmet salmon dishes?', '9. How can I make my own smoked salmon?']"
PLAIN-2051;saturated fat;['1. High in unsaturated fats', '2. Low-fat alternatives', '3. Trans fat reduction', '4. Monounsaturated intake', '5. Omega-3 fatty acids', '6. Polyunsaturated sources', '7. Cholesterol-free options', '8. Unsaturated oil content', '9. Saturated fat elimination']
PLAIN-2061;seafood;"['1. ""dinner menu with seafood options""', '2. ""seafood restaurants near me""', '3. ""seaside dining experiences""', '4. ""ocean-inspired cuisine""', '5. ""shellfish recipes for beginners""', '6. ""local seafood markets in [city name]""', '7. ""seafood tasting menus at high-end establishments""', '8. ""seafood buffets and specials""', '9. ""healthy seafood dishes for weight loss""']"
PLAIN-2071;serotonin;"['1. ""What is serotonin and its functions in the body?""', '2. ""Serotonin deficiency symptoms and treatments""', '3. ""Effects of serotonin imbalance on mood and behavior""', '4. ""How does serotonin influence sleep patterns?""', '5. ""Role of serotonin in regulating appetite and metabolism""', '6. ""Understanding serotonin levels during stress""', '7. ""Mechanisms by which serotonin influences neurotransmission""', '8. ""Impact of serotonin on cognitive function and memory""', '9. ""Serotonin receptors and their roles in physiology""']"
PLAIN-2081;shelf life;['1. How long can food items be stored before they go bad?', '2. What is shelf life and how does it affect product quality?', '3. How do I determine if a product has an extended shelf life?', '4. Can you provide examples of products with longer shelf lives?', '5. How does temperature impact the shelf life of perishable goods?', '6. What are some common mistakes people make when determining expiration dates?', '7. How does packaging contribute to the shelf life of certain items?', '8. Can you explain why some foods have shorter shelf lives than others?', '9. How do environmental factors influence the shelf life of canned goods?']
PLAIN-2092;sirtuins;"['1. ""protein targets of sirtuin enzymes""', '2. ""aging and sirtuin function""', '3. ""sirtuin knockout animals""', '4. ""sirtuin inhibition methods""', '5. ""sirtuin activators in cancer treatment""', '6. ""sirtuin depletion effects""', '7. ""sirtuin knockdown studies""', '8. ""sirtuin gene expression regulation""', '9. ""sirtuin inhibitors overview""']"
PLAIN-2102;smoking;"['1. ""how to quit smoking""', '2. ""list of harmful effects of smoking""', '3. ""benefits of not smoking""', '4. ""history of tobacco use""', '5. ""effectiveness of nicotine replacement therapy""', '6. ""long-term consequences of smoking""', '7. ""smoker\'s cough treatment""', '8. ""smoking cessation apps""', '9. ""health risks associated with smoking""']"
PLAIN-2113;soil health;['1. Soil vitality assessment', '2. Nutrient content evaluation in soil', '3. Fertility improvement strategies for soil', '4. Organic matter analysis of soil', '5. Soil organic matter measurement techniques', '6. Soil quality improvement practices', '7. Microbial activity and its impact on soil health', '8. Carbon sequestration potential of soils', '9. pH balance maintenance in agricultural soils']
PLAIN-2124;spearmint;"['1. ""mint flavor""', '2. ""peppermint substitute""', '3. ""fresh spearmint leaves""', '4. ""green mint extract""', '5. ""menthol oil for aromatherapy""', '6. ""spearmint essential oil""', '7. ""sprig of spearmint""', '8. ""dried spearmint herb""', '9. ""spicy mint snack""']"
PLAIN-2134;splenda;"['1. ""corn syrup free sugar substitute""', '2. ""sugar-free artificial sweetener""', '3. ""natural low-calorie sweetener""', '4. ""dietary zero calorie option""', '5. ""artificial sweetener alternative""', '6. ""aspartame replacement product""', '7. ""no-calorie sweetening agent""', '8. ""sweetener for diabetics""', '9. ""low glycemic index sweetener""']"
PLAIN-2145;st johns wort;"['1. ""St John\'s Wort""', '2. ""Klamath weed""', '3. ""Hypericum perforatum""', '4. ""St John\'s wort supplement""', '5. ""St. John\'s wort extract""', '6. ""St. John\'s wort tincture""', '7. ""St. John\'s wort tea""', '8. ""St. John\'s wort oil""', '9. ""St. John\'s wort capsules""']"
PLAIN-2156;stevia;"['1. ""natural sweetener alternatives""', '2. ""artificial sweeteners comparison""', '3. ""sugar-free dessert recipes""', '4. ""health benefits of stevia""', '5. ""stevia extract properties""', '6. ""sweetening agents for baking""', '7. ""non-caloric sugar substitutes""', '8. ""stevia leaf uses in cooking""', '9. ""low glycemic index sweeteners""']"
PLAIN-2167;subsidies;['1. Financial aid programs', '2. Government grants and incentives', '3. Tax credits for businesses', '4. Funding opportunities in education', '5. Affordable housing assistance', '6. Energy efficiency subsidies', '7. Small business startup support', '8. Job creation initiatives', '9. Renewable energy funding schemes']
PLAIN-2177;sulfur;['1. Search for information about sulfur compounds', '2. Find out more details about sulfur elements', '3. Explore resources related to sulfur minerals', '4. Look into sulfur-based products and their uses', '5. Discover scientific studies involving sulfur', '6. Search for health benefits of consuming sulfur', '7. Find articles discussing sulfur in cooking and food preservation', '8. Locate tutorials on using sulfur in skincare applications', '9. Explore maps showing the distribution of sulfur deposits around the world']
PLAIN-2187;suppositories;"['1. ""medicinal suppositories""', '2. ""rectal suppository products""', '3. ""internal suppository medications""', '4. ""vaginal suppository treatments""', '5. ""topical suppositories for sale""', '6. ""suppositories for dogs and cats""', '7. ""suppository solutions overview""', '8. ""suppository usage guide""', '9. ""suppository ingredients list""']"
PLAIN-2197;sweeteners;['1. Artificial sweeteners', '2. Sugar substitutes', '3. Low-calorie sweeteners', '4. Nutritive sweeteners', '5. Sweetener alternatives', '6. Zero-calorie sweeteners', '7. Sugar-free options', '8. Calorie-free sweeteners', '9. Natural sugar replacements']
PLAIN-2209;taro;"['1. ""sweet potato""', '2. ""yam""', '3. ""potato""', '4. ""root vegetable""', '5. ""starchy root""', '6. ""cassava""', '7. ""manioc""', '8. ""tubers""', '9. ""kudzu"" The following are alternative expressions for the search term ""taro"":']"
PLAIN-2220;tempeh;['1. What are some healthy recipes using tempeh?', '2. How can I make a tofu substitute at home?', '3. What are the nutritional benefits of tempeh?', '4. Can you recommend a tempeh recipe for beginners?', '5. Where can I find high-quality tempeh online?', '6. What are the best brands of tempeh available in stores?', '7. How do I cook with tempeh for a quick meal?', '8. What are some vegetarian dishes made from tempeh?', '9. Are there any health risks associated with consuming tempeh?']
PLAIN-2230;thiamine;"['1. ""Vitamin B12 deficiency treatment""', '2. ""Thiamine supplementation for energy""', '3. ""Effects of thiamine on brain function""', '4. ""Thiamine and cognitive decline prevention""', '5. ""Role of thiamine in neurological disorders""', '6. ""Thiamine and heart health improvement""', '7. ""Thiamine metabolism in cells""', '8. ""Thiamine deficiency symptoms relief""', '9. ""Thiamine-rich foods list""']"
PLAIN-2240;titanium dioxide;['1. What is titanium dioxide and its applications?', '2. Titanium dioxide properties and uses in cosmetics.', '3. Health benefits of titanium dioxide nanoparticles.', '4. Industrial uses of titanium dioxide pigment.', '5. How does titanium dioxide protect against UV rays?', '6. Environmental impact of titanium dioxide in paints.', '7. Composition and structure of titanium dioxide crystals.', '8. Safety concerns associated with titanium dioxide exposure.', '9. Market analysis of titanium dioxide production trends.']
PLAIN-2250;tongue worm;['1. What are the symptoms of tongue worms?', '2. How do I get rid of tongue worms?', '3. Can you describe a tongue worm?', '4. Where can I find information about tongue worms?', '5. What is the life cycle of a tongue worm?', '6. Are there any natural remedies for tongue worms?', '7. How do tongue worms affect your health?', '8. What are the common signs of having tongue worms?', '9. Which plants contain compounds that can kill tongue worms?']
PLAIN-2261;trans fats;['1. Foods high in trans fats', '2. Low-fat alternatives for trans fats', '3. Trans fat free products', '4. Eliminating trans fats from diet', '5. Reducing intake of trans fats', '6. Lowering trans fat levels in food', '7. Products with no trans fats', '8. How to reduce trans fats in cooking', '9. Alternatives to using trans fats in baking']
PLAIN-2271;tufts;"['1. ""tufts university search""', '2. ""tufts college search""', '3. ""tufts institute of technology search""', '4. ""tufts university campus search""', '5. ""tufts school of arts and sciences search""', '6. ""tufts graduate programs search""', '7. ""tufts medical center search""', '8. ""tufts alumni network search""', '9. ""tufts scholarships for international students search""']"
PLAIN-2281;turnips;"['1. How do I cook turnip?', '2. What are some recipes using turnips?', '3. Are there any dishes made with turnips?', '4. Can you suggest a recipe for roasted turnips?', '5. Which types of turnips are commonly used in cooking?', ""6. What's the best way to prepare turnips?"", '7. Could you recommend a meal featuring turnips?', '8. How can I incorporate turnips into my diet?', '9. Where can I find turnips at grocery stores?']"
PLAIN-2291;ultra-processed foods;['1. Foods with high levels of added sugars and artificial ingredients', '2. Processed meals containing refined grains and hydrogenated oils', '3. Items made from pre-packaged ingredients lacking nutritional value', '4. Products produced through industrial food processing methods', '5. Nutrient-depleted packaged foods', '6. Meals composed mainly of processed components', '7. Foods enriched with preservatives and flavor enhancers', '8. Unnatural concoctions derived from standardized ingredients', '9. Artificially manufactured convenience items']
PLAIN-2301;uterine health;['1. Uterine health issues', '2. Conditions affecting uterus', '3. Pelvic health concerns', '4. Reproductive organ wellness', '5. Female reproductive system care', '6. Abnormal uterine function', '7. Gynecological health problems', '8. Menstrual cycle disorders', '9. Hormonal imbalance in uterus']
PLAIN-2311;veal;['1. Pork belly', '2. Beef brisket', '3. Lamb shoulder', '4. Chicken thighs', '5. Turkey breast', '6. Venison loin', '7. Rabbit loin', '8. Cod fillet', '9. Squid body']
PLAIN-2321;veggie chicken;['1. Vegetarian chicken recipe', '2. Healthy veggie and chicken meal plan', '3. Chicken with vegetable medley', '4. Vegan version of chicken salad', '5. Low-carb veggie and chicken dish', '6. Chicken stir-fry with vegetables', '7. Grilled chicken and vegetable skewers', '8. Veggie-based chicken curry recipe', '9. Spicy tofu and vegetable chicken bowl']
PLAIN-2332;viral infections;['1. Symptoms of viral infections', '2. Common causes of viral infections', '3. Prevention methods for viral infections', '4. Types of viral infections', '5. Treatment options for viral infections', '6. Viral infection outbreaks', '7. Viral infection statistics', '8. Viral infection symptoms in children', '9. Viral infection prevalence worldwide']
PLAIN-2343;vitamin k;"['1. ""sources of vitamin k""', '2. ""benefits of vitamin k supplements""', '3. ""natural sources of vitamin k""', '4. ""deficiency symptoms of vitamin k""', '5. ""absorption rate of vitamin k""', '6. ""dietary intake of vitamin k""', '7. ""dosage of vitamin k for infants""', '8. ""effects of vitamin k deficiency""', '9. ""supplementing with vitamin k""']"
PLAIN-2354;walnut oil;['1. How can I use walnut oil in cooking?', '2. What are the health benefits of walnut oil?', '3. Where can I buy high-quality walnut oil online?', '4. How do you prepare walnut oil for salad dressing?', '5. Can walnut oil be used as a moisturizer?', '6. How does walnut oil affect skin and hair?', '7. What is the nutritional value of walnut oil?', '8. Is walnut oil suitable for frying food?', '9. How does walnut oil compare to other oils?']
PLAIN-2364;weight gain;['1. How can I lose weight?', '2. What are healthy ways to increase muscle mass?', '3. Can you suggest foods for reducing belly fat?', '4. Which exercises are best for burning calories fast?', '5. Are there any natural remedies for weight loss?', '6. What is the most effective diet plan for weight loss?', '7. How do I manage my food intake when trying to lose weight?', '8. Can you recommend supplements for losing weight naturally?', '9. What lifestyle changes can lead to weight loss?']
PLAIN-2375;whiting;"['1. ""fish species called whiting""', '2. ""white fish with yellowish belly""', '3. ""marine fish commonly found in estuaries and bays""', '4. ""small schooling fish of Atlantic Ocean""', '5. ""species name for a small fish often used as bait""', '6. ""yellowish-colored marine fish belonging to genus Gadus""', '7. ""whitish-bellied flat fish inhabiting shallow waters""', '8. ""commonly eaten white-fleshed fish in UK cuisine""', '9. ""Gadus morhua - scientific name for whiting""']"
PLAIN-2386;worms;"['1. ""earthworms""', '2. ""rotting worms""', '3. ""insect larvae""', '4. ""nightcrawler""', '5. ""nematodes""', '6. ""woodworms""', '7. ""worm castings""', '8. ""maggots""', '9. ""dung beetles""']"
PLAIN-2396;yale;"['1. Where can I find information about Yale University?', ""2. What are some resources for learning about Yale's history and culture?"", '3. How do I access academic materials related to Yale institutions?', '4. Which websites offer detailed data on Yale alumni achievements?', '5. Where can I get comprehensive guides about Yale admissions processes?', '6. Can you provide links to news articles about recent events at Yale?', '7. How do I locate educational content focusing on Yale faculty research areas?', ""8. What sources can I use for studying Yale's campus life and facilities?"", ""9. Where can I find profiles of Yale's various departments and programs?""]"
PLAIN-2408;zoloft;['1. antidepressant medication for anxiety', '2. treatment for depression with zoloft', '3. side effects of taking zoloft', '4. how does zoloft work?', '5. dosages of zoloft', '6. history of zoloft', '7. zoloft vs. pristiq', '8. generic name for zoloft', '9. alternatives to zoloft for depression']
PLAIN-2430;preventing brain loss with b vitamins;"['1. How can I maintain cognitive function through vitamin B intake?', '2. What are effective strategies for preserving mental sharpness using B vitamins?', '3. Can you provide insights into using B vitamins to prevent cognitive decline?', '4. How do B vitamins contribute to brain health and memory retention?', '5. Are there any natural methods for reducing brain aging with B vitamin supplements?', '6. Which dietary sources besides B vitamins contain compounds beneficial for brain preservation?', '7. How does consuming B vitamins affect overall brain vitality and intelligence enhancement?', '8. Can vitamin B supplementation be a preventive measure against age-related neurological changes?', ""9. In what ways might B vitamins assist in managing symptoms of dementia and Alzheimer's disease?""]"
PLAIN-2440;more than an apple a day combating common diseases;['1. Fighting illnesses with more than just apples', '2. Boosting health beyond apples daily intake', '3. The benefits of eating more than one apple a day', '4. Enhancing wellness through regular consumption of apples', '5. How does consuming more than one apple a day affect health?', '6. Apple-centric strategies for disease prevention', '7. Incorporating multiple apples into your diet for better health', '8. Exploring the impact of eating more than one apple in a day', '9. Discovering additional ways to improve health with apples']
PLAIN-2450;are organic foods safer;['1. Are there any health benefits of consuming organic foods?', '2. What are the safety concerns associated with organic food products?', '3. How does organic farming impact public health?', '4. Is organic produce more nutritious than non-organic options?', '5. Can organic foods be used as a substitute for conventional ones in cooking?', '6. How do organic and non-organic foods compare in terms of pesticide exposure?', '7. Are organic foods regulated differently from other types of foods?', '8. What are some potential risks when eating organic foods?', '9. Does organic certification guarantee the absence of harmful chemicals?']
